Grado,Apellido Paterno,Apellido Materno,Nombre,Nivel,Institución de Adscripción,Área del Conocimiento
DR.,CALDERON,SOLORIO,FELIX,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,MEJIA,GRANADOS,IGNACIO,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,LARA,ROMERO,JAVIER,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,CARREON,GARCIDUEÑAS,HECTOR GUILLERMO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DRA.,CARBAJAL,DE LA TORRE,GEORGINA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,GARCIA,HERNANDEZ,RAFAEL,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,RUIZ,MARINES,ALBERTO,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DRA.,RAMOS,ESTRADA,MARIANA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,HERNANDEZ,BARRIOS,HUGO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,GONZALEZ,AVALOS,GILBERTO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,ESPINO,VALENCIA,JAIME,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DRA.,VILLICAÑA,MENDEZ,MARICELA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DRA.,CHAVEZ,PARGA,MA. DEL CARMEN,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,SOLORIO,DIAZ,GILDARDO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,RUIZ,GARCIA,JORGE,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,LOPEZ,MORELOS,VICTOR HUGO,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,MEDINA,FLORES,ARIOSTO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DRA.,FLORES,RAMIREZ,NELLY,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DRA.,DASGUPTA SCHUBERT,sin apellido Materno,NABANITA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,LOPEZ,ALBARRAN,PABLO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,CORTES,MARTINEZ,RAUL,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,HUIRACHE,ACUÑA,RAFAEL,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,PONCE,ORTEGA,JOSE MARIA,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,JARA,DIAZ,MANUEL,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,GALVAN,GONZALEZ,SERGIO RICARDO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DRA.,OLMOS,NAVARRETE,BERTHA ALEJANDRA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DRA.,GONZALEZ,CAMPOS,JANETT BETZABE,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,RUBIO,MAYA,CARLOS,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,OLMOS,NAVARRETE,LUIS RAFAEL,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DRA.,AGUILAR,CORONA,ALICIA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,BORJAS,GARCIA,SALOMON EDUARDO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,NAPOLES,RIVERA,FABRICIO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,ORNELAS,TELLEZ,FERNANDO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,TAPIA,SANCHEZ,ROBERTO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,RAO,sin apellido Materno,FENG,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,BARRERA,CARDIEL,GERARDO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,ALVARADO,FLORES,JOSE JUAN,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,GUERRA,GONZALEZ,ROBERTO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DRA.,GOMEZ,ORTIZ,NIKTE MARICELA,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,CHAVEZ,GARCIA,HUGO LUIS,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DRA.,ORTIZ,LARA,NOEMI,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,LIRA,BARRAGAN,LUIS FERNANDO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DRA.,SERRANO,MEDRANO,MONTSERRAT,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DRA.,X,sin apellido Materno,PADMAVATI,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,ZAMORA,MENDEZ,ALEJANDRO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,PADILLA,GARCIA,JOSE AARON,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,CORTES,sin apellido Materno,JOSE APOLINAR,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DRA.,RODRIGUEZ,OLALDE,NANCY ELOISA,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VII: INGENIERÍAS
DR.,CERVANTES,ALFARO,JOSE MIGUEL,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,RODRIGUEZ,OROZCO,ALAIN RAIMUNDO,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,GODINEZ,HERNANDEZ,DANIEL,1,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,AGUILERA,MENDEZ,ASDRUBAL,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA.,IBARRA,ROSALES,ESTHER,C,UNIVERSIDAD MONTRER,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,CRUZ,PETIT,BRUNO,1,UNIVERSIDAD MOTOLINIA DEL PEDREGAL,Área V: CIENCIAS SOCIALES
DR.,FUENTES,MOYADO,SERGIO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,OGAWA,MURATA,TAKESHI,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,CASTILLON,BARRAZA,FELIPE FRANCISCO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,BOGDANCHIKOVA,sin apellido Materno,NINA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,SIMAKOV,sin apellido Materno,ANDREY,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,SMOLENTSEVA,sin apellido Materno,ELENA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,DIAZ DE LEON,HERNANDEZ,JORGE NOE,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,JUAREZ,MORENO,KARLA OYUKY,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,GARCIA,RAMOS,JUAN CARLOS,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,ZARATE,ROMERO,ANDRES,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,TOLEDANO,MAGAÑA,YANIS,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,RAMON,ROMERO,FIDEL ALBERTO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,ROSAS,PEREZ,IRMA AURORA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,PEREZ,MONTFORT,RUY ENRIQUE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,FARFAN,GARCIA,JOSE NORBERTO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,BURILLO,AMEZCUA,SOFIA GUILLERMINA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,LOPEZ,COLOME,ANA MARIA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,GOMEZ,ARROYO,SANDRA LUZ,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,CELIS,SANDOVAL,HELIODORO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,PALACIOS,VARGAS,GUADALUPE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,DREYFUS,CORTES,GEORGES,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,PASANTES,ORDOÑEZ,HERMINIA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,PEREZ,DE LA MORA,MIGUEL ANGEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,NEGRON,MENDOZA,ALICIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,GARCIA,ALDRETE,ALFONSO NERI,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,VAZQUEZ,NIN,GERARDO HEBERT,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,MARTINEZ,sin apellido Materno,ROBERTO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,ULLOA,SOSA,MIGUEL ARMANDO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,ECHEVERRIA,MARTINEZ,OLGA MARGARITA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,TAPIA,IBARGUENGOYTIA,RICARDO JORGE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,DELGADILLO,MOYA,CLAUDIO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,BRAILOVSKY,Y ALPEROWITZ,HARRY URAD,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,SORIANO,GARCIA,MANUEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,TOSCANO,sin apellido Materno,RUBEN ALFREDO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,YUSTE,LOPEZ,FRANCISCO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,JIMENEZ,ESTRADA,MANUEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,TORRENS,MIQUEL,HUGO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,GARCIA,DE LA MORA,GUSTAVO ALBERTO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,ESCOBAR,PEREZ,LEONILA IRMA LAURA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,DOMINGUEZ,CASALA,ROBERTO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,AGUILAR,LAURENTS,MARIA ISABEL,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,HANSBERG,Y TORRES,WILHELM LUDWIG,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,DE GYVES,Y MARCINIAK,JOSEFINA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,GAVILANES,RUIZ,MARINA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,PEREZ,SILVA,EVANGELINA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,DELGADO,LOMAS,EDUARDO GUILLERMO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,PALACIOS,ALQUISIRA,JOAQUIN,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,CEA,OLIVARES,RAYMUNDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,MARTINEZ,VAZQUEZ,MARIANO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,MORENO,ESPARZA,RAFAEL,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,RUIZ,AZUARA,LENA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,ARREGUIN,LOZANO,BARBARIN,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,GARCIA,SAINZ,JESUS ADOLFO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,SOBERON,CHAVEZ,GLORIA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,PALOMINO,Y HASBACH,MARIA GUADALUPE ANTONIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,DRUMMOND,DUREY,HUGH MICHAEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,LLORENTE,BOUSQUETS,JORGE ENRIQUE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
M. EN C.,PEREZ,CASTORENA,ANA LIDIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,SANCHEZ,OBREGON,RUBEN TRINIDAD,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,QUIJANO,sin apellido Materno,LEOVIGILDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,LACLETTE,SN ROMAN,JUAN PEDRO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,CARDENAS,VAZQUEZ,RENE DE JESUS,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,PEREZ,ORTIZ,TILA MARIA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,PADILLA,NORIEGA,LUIS,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,BERMUDEZ,RATTONI,FEDERICO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
M. EN C.,MALDONADO,JIMENEZ,EMMA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,MERCHAN,LARIOS,HORACIO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,ALBORES,VELASCO,MARTHA EUGENIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,CASTRO,MARTINEZ,FRANCISCO MIGUEL DE JESUS,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,SOSA,TORRES,MARTHA ELENA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,CHAGOYA,Y HAZAS,VICTORIA EUGENIA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,CALDERON,PARDO,JOSE SERAFIN,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,FLORES,CARRASCO,MARIA ELENA DEL CARMEN,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,SALCEDA,SACANELLES,ROCIO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,MAS,OLIVA,JAIME,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,OROZCO,SEGOVIA,ALMA DELFINA LUCIA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,ORTEGA,HERNANDEZ,ALFREDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,SANCHEZ,HERNANDEZ,CORNELIO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,CASTILLO,BOCANEGRA,RAFAEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,CALCAGNO,MONTANS,MARIO LUIS,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,MARTINEZ,MONTES,FEDERICO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,SARUKHAN,KERMEZ,JOSE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,PIÑERO,DALMAU,DANIEL IGNACIO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,ENRIQUEZ,HABIB,RAUL GUILLERMO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,VELAZQUEZ,ARELLANO,ANTONIO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,RODRIGUEZ,ARNAIZ,ROSARIO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,NAVARRETE,TEJERO,JUAN MANUEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,GALARRAGA,PALACIO,MARIA ELVIRA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,BARGAS,DIAZ,JOSE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
M. EN C.,ALVAREZ,Y TOLEDANO,CECILIO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,ZARAGOZA,CABALLERO,SANTIAGO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,SERVIN,GONZALEZ,LUIS,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,HERNANDEZ,FERNANDEZ,ROBERTO JOSE RAFAEL,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,ONGAY,LARIOS,LAURA MARIA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,BARBA,BEHRENS,NORAH YOLANDA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,MATA,ESSAYAG,RACHEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,CERBON,CERVANTES,MARCO ANTONIO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,VILLASEÑOR,RIOS,JOSE LUIS,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,PEDRAZA,CHAVERRI,JOSE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,LAMOYI,VELAZQUEZ,EDMUNDO DE IBIS,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,FLORES,VILLELA,OSCAR ALBERTO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,HERNANDEZ,BECERRIL,DAVID URIEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,SANCHEZ CORDERO,DAVILA,VICTOR MANUEL GUILLERMO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
M. EN C.,GONZALEZ,SORIANO,ENRIQUE,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,PRIETO,GOMEZ,BERTHA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,DELGADO,SALINAS,ALFONSO OCTAVIO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,JUAREZ,OROPEZA,MARCO ANTONIO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,CABALLERO,NIETO,JAVIER,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,AGUILAR,MARTINEZ,MARTHA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,RUIZ,ORDAZ,BLANCA HAYDE,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,VALDES,MARTINEZ,JESUS,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,GASQUE,SILVA,LAURA MARIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DRA.,ARIAS,ALVAREZ,ANA BRIGIDA CLORINDA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
DR.,CERVANTES,REZA,FERNANDO ALFREDO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
